127.0.0.1 - - [16/Jan/2022:19:09:40 +0530] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [16/Jan/2022:19:09:43 +0530] "GET /Project4/ HTTP/1.1" 200 642
0:0:0:0:0:0:0:1 - - [16/Jan/2022:19:09:43 +0530] "GET /Project4/img/logo.png HTTP/1.1" 404 920
0:0:0:0:0:0:0:1 - - [16/Jan/2022:19:09:47 +0530] "GET /Project4/WelcomeCtl HTTP/1.1" 200 1394
0:0:0:0:0:0:0:1 - - [16/Jan/2022:19:09:49 +0530] "GET /Project4/LoginCtl HTTP/1.1" 200 2919
0:0:0:0:0:0:0:1 - - [16/Jan/2022:19:10:01 +0530] "POST /Project4/LoginCtl HTTP/1.1" 200 2975
0:0:0:0:0:0:0:1 - - [16/Jan/2022:19:10:09 +0530] "POST /Project4/LoginCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Jan/2022:19:10:09 +0530] "GET /Project4/WelcomeCtl HTTP/1.1" 200 3354
0:0:0:0:0:0:0:1 - - [16/Jan/2022:19:10:13 +0530] "GET /Project4/ctl/MarksheetMeritListCtl HTTP/1.1" 200 7577
0:0:0:0:0:0:0:1 - - [16/Jan/2022:19:10:15 +0530] "GET /Project4/ctl/MarksheetListCtl HTTP/1.1" 200 13317
0:0:0:0:0:0:0:1 - - [16/Jan/2022:19:10:21 +0530] "GET /Project4/ctl/UserListCtl HTTP/1.1" 200 13938
0:0:0:0:0:0:0:1 - - [16/Jan/2022:19:10:34 +0530] "GET /Project4/ctl/CollegeCtl HTTP/1.1" 200 5359
0:0:0:0:0:0:0:1 - - [16/Jan/2022:19:10:38 +0530] "POST /Project4/ctl/CollegeCtl HTTP/1.1" 200 5500
0:0:0:0:0:0:0:1 - - [16/Jan/2022:19:10:42 +0530] "POST /Project4/ctl/CollegeCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Jan/2022:19:10:42 +0530] "GET /Project4/ctl/CollegeCtl HTTP/1.1" 200 5359
0:0:0:0:0:0:0:1 - - [16/Jan/2022:19:10:44 +0530] "GET /Project4/ctl/CollegeListCtl HTTP/1.1" 200 11818
0:0:0:0:0:0:0:1 - - [16/Jan/2022:19:10:59 +0530] "POST /Project4/ctl/CollegeListCtl HTTP/1.1" 200 7159
